Timestamp,Palkansaaja vai laskuttaja,Oletko siirtynyt palkansaajasta laskuttajaksi tai päinvastoin 1.10.2023 jälkeen?,Ikä,Sukupuoli,Työkokemus alalta (vuosina),Koulutustaustasi,Tulojen muutos viime vuodesta (%),Montako vuotta olet tehnyt laskuttavaa työtä alalla?,Palvelut,"Tuntilaskutus (ALV 0%, euroina)","Vuosilaskutus (ALV 0%, euroina)",Hankitko asiakkaasi itse suoraan vai käytätkö välitysfirmojen palveluita?,Mistä asiakkaat ovat?,Työpaikka,Kaupunki,Millaisessa yrityksessä työskentelet?,Työaika,Kuinka suuren osan ajasta teet lähityönä toimistolla?,Rooli,Kuukausipalkka,Vuositulot,Vapaa kuvaus kokonaiskompensaatiomallista,Onko palkkasi nykyroolissasi mielestäsi kilpailukykyinen?,Onko palkkasi nykyroolissasi mielestäsi kilpailukykyinen? (muut vastaukset),Vapaa sana,Palaute,Vastauskieli,Vastaustunniste,Rooli (normalisoitu),Kk-tulot (laskennallinen),"Kk-tulot (laskennallinen, normalisoitu)"
2024-10-07 10:13:20.424,Palkansaaja,Ei,36-40,mies,14.0,AMK software developer,10.0,,,,,,,,PK-seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,0.4,Senior software developer,4950.0,63000.0,Kannustepalkkio,Muu,"Perhe tulee toimeen, en tiedä mitä muut saavat enkä ole erityisen kiinnostunut",,Olisi mukavaa lukea millaisia etuuksia rahan lisäksi työntekijät nauttivat,fi,d8d31d528704e957,*Senior Developer,5250.0,5250.0
2024-10-07 10:13:38.896,Palkansaaja,Ei,41-45,mies,18.0,AMK insinööri,2.0,,,,,,,,Oulu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",0.8,0.0,Full stack,5100.0,60000.0,,Kyllä,,,,fi,f81c31626e82ec2b,*Full-stack Developer,5000.0,6250.0
2024-10-07 10:13:45.471,Palkansaaja,Ei,36-40,mies,14.0,FM,0.0,,,,,,,,PK-seutu,Konsulttitalossa,1.0,0.2,Software developer,6600.0,97375.0,"Palkka, bonus",Kyllä,,,,fi,d6780d5116dbde1d,Software developer,8114.583333333333,8114.583333333333
2024-10-07 10:14:58.808,Palkansaaja,Ei,36-40,mies,11.0,Tietojenkäsittelytiede,3.0,,,,,,,,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.05,Senior ML Engineer,6400.0,80000.0,Lähinnä palkka,Kyllä,,,,fi,5f0ee97ee524995a,Senior ML Engineer,6666.666666666667,6666.666666666667
2024-10-07 10:15:21.204,Laskuttaja,Ei,15-20,mies,5.0,Peruskoulu,,3.0,"Ohjelmistokehitys, DevOps, Cloud",75.0,,"Itse, Käytän välitysfirmoja","Suomesta, Ulkomailta",,,,,,,,,,Muu,,,,fi,38f1dc0752636bb6,,,
2024-10-07 10:15:47.939,Palkansaaja,Ei,26-30,mies,8.0,AMK insinööri,2.0,,,,,,,,Jyväskylä,"Tuotetalossa, jonka core-bisnes on softa",0.8,0.8,"Mobile development with React Native, Web frontend with React",4529.6,55000.0,Lisäksi (tod näk arvottomia) optioita,Kyllä,,,Harmaa seuraava-nappi näyttää disabloidulta 😁 ,fi,075e813fea21df06,"Mobile development with React Native, Web frontend with React",4583.333333333333,5729.166666666666
2024-10-07 10:16:19.007,Palkansaaja,Ei,36-40,mies,11.0,Ylioppilas,0.0,,,,,,,Compile,PK-seutu,Konsulttitalossa,1.0,0.0,Software Architect,7600.0,97000.0,Provisiopalkkaus,Kyllä,,,,fi,999ea6df4bdaab5e,Software Architect,8083.333333333333,8083.333333333333
2024-10-07 10:16:37.400,Palkansaaja,Ei,26-30,mies,6.0,"Luonnontieteiden kandidaatti, tietojenkäsittelytiede (tietotekniikka)",4.39,,,,,,,Gofore,PK-seutu,Konsulttitalossa,1.0,0.9,Lead Developer,4193.0,52412.0,,Ei,,,,fi,02f606aceff634e0,Lead Developer,4367.666666666667,4367.666666666667
2024-10-07 10:18:16.377,Palkansaaja,Ei,41-45,mies,19.0,Ammattikorkeakoulu,0.0,,,,,,,,PK-seutu,Konsulttitalossa,1.0,0.2,Full stack developer,7250.0,91000.0,Provisio ja laskutusbonus,Kyllä,,,,fi,5b046c9982290f48,*Full-stack Developer,7583.333333333333,7583.333333333333
2024-10-07 10:18:52.770,Laskuttaja,palkansaaja → laskuttaja,41-45,mies,22.0,FM,,1.0,"Arkkitehtuuri, full stack",100.0,180000.0,"Itse, Käytän välitysfirmoja","Suomesta, Ulkomailta",,,,,,,,,,Muu,,,,fi,e2ca5108d3578168,,,
2024-10-07 10:19:25.573,Palkansaaja,Ei,31-35,mies,15.0,AMK Insinööri,0.0,,,,,,,,PK-seutu,Konsulttitalossa,1.0,0.0,Tunkkaaja,8000.0,96000.0,Ilmaista kahvia saa toimistolta + jumppa,Kyllä,,,,fi,84e064658e42d11a,Tunkkaaja,8000.0,8000.0
2024-10-07 10:19:37.398,Palkansaaja,Ei,31-35,mies,8.0,TKT Maisteri,0.0,,,,,,,Mavericks,Turku,Konsulttitalossa,1.0,0.0,Lead developer - fullstack,7200.0,88000.0,,Kyllä,,,,fi,700adde66733aef2,Lead developer - fullstack,7333.333333333333,7333.333333333333
2024-10-07 10:22:34.347,Palkansaaja,Ei,31-35,mies,3.0,Tieto- ja viestintätekniikan insinööri,3.0,,,,,,,Huld,PK-seutu,Konsulttitalossa,1.0,0.2,Mobile developer,3855.0,,,Ei,,Penkki pelottaa,,fi,88e7b56314422a0f,Mobile developer,,
2024-10-07 10:24:50.167,Palkansaaja,Ei,26-30,mies,3.0,tietojenkäsittelytieteen kandidaatti,0.0,,,,,,,,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.0,Software Engineer,5500.0,70000.0,,Kyllä,,,,fi,1e059260a9c6f8f4,Software Engineer,5833.333333333333,5833.333333333333
2024-10-07 10:27:18.896,Palkansaaja,Ei,31-35,mies,14.0,AMK,2.0,,,,,,,Tilastokeskus,PK-seutu,Julkinen tai kolmas sektori,0.97,0.2,Software Engineer Devops painotuksella,4480.0,56000.0,Lomaraha,Ei,,,,fi,a5e36bba4ee1af9a,Software Engineer Devops painotuksella,4666.666666666667,4810.996563573884
2024-10-07 10:27:53.495,Palkansaaja,Ei,31-35,mies,13.0,"Diplomi-insinööri, tuotantotalous",4.0,,,,,,,,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.6,Technical Product Manager,6300.0,4000.0,,Kyllä,,,,fi,ff31d2c63eec151c,Technical Product Manager,333.3333333333333,333.3333333333333
2024-10-07 10:29:00.682,Palkansaaja,Ei,36-40,mies,15.0,Diplomi-insinööri,0.0,,,,,,,,PK-seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,0.1,Cloud architect,6500.0,7000.0,,Kyllä,,,,fi,42c438f0319116c2,Cloud architect,583.3333333333334,583.3333333333334
2024-10-07 10:29:30.382,Palkansaaja,Ei,31-35,mies,11.0,Diplomi-insinööri,0.0,,,,,,,Crowd Collective,PK-seutu,Konsulttitalossa,1.0,0.2,Full stack developer,6570.0,82125.0,Kiinteä kuukausipalkka,Kyllä,,,,fi,ea6af20e370bb618,*Full-stack Developer,6843.75,6843.75
2024-10-07 10:30:59.396,Palkansaaja,Ei,26-30,mies,7.0,Tietotekniikan dippa-inssi Aallosta,8.4,,,,,,,,PK-seutu,Konsulttitalossa,0.8,0.2,Software Developer,4400.0,57200.0,Kiinteä palkka + kiinteäksi konvertoitu bonus,Kyllä,,,,fi,287c43107b3718c2,Software Developer,4766.666666666667,5958.333333333333
2024-10-07 10:31:47.774,Palkansaaja,Ei,36-40,mies,11.0,Kandi,6.0,,,,,,,Mirantis,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.01,Engineering Manager,10000.0,125000.0,Kuukausipalkka + optiot.,Kyllä,,,,fi,16cd13e22f246805,Engineering Manager,10416.666666666666,10416.666666666666
2024-10-07 10:32:08.835,Palkansaaja,Ei,36-40,mies,15.0,Insinööri (AMK),7.5,,,,,,,UpCloud,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.001,IaaS R&D architect,9411.0,,,Kyllä,,,,fi,2320deb26fd6be97,IaaS R&D architect,,
2024-10-07 10:33:25.839,Palkansaaja,Ei,31-35,nainen,6.0,Tradenomi AMK,0.0,,,,,,,,Tampere,Konsulttitalossa,1.0,0.05,Dynamics Senior Consultant,5200.0,62000.0,,Kyllä,,,,fi,0747afdde820281b,Dynamics Senior Consultant,5166.666666666667,5166.666666666667
2024-10-07 10:39:35.486,Palkansaaja,Ei,41-45,mies,20.0,"Ylempi korkeakoulututkinto, Tietojenkäsittelytiede",0.0,,,,,,,,Oulu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.0,Solutions Architect,9700.0,,150000,Kyllä,,,,fi,db84591a64fd6916,Solutions Architect,,
2024-10-07 10:45:41.969,Palkansaaja,Ei,41-45,mies,20.0,luonnontieteiden kandidaatti,0.0,,,,,,,,Tampere,Konsulttitalossa,1.0,0.1,"Senior software engineer, fullstack-kehittäjä (Angular/Java)",8400.0,110000.0,50% laskutuksesta,Kyllä,,,,fi,5794c39efb7eae8d,"Senior software engineer, fullstack-kehittäjä (Angular/Java)",9166.666666666666,9166.666666666666
2024-10-07 10:45:50.607,Palkansaaja,Ei,31-35,mies,10.0,Tohtori,10.0,,,,,,,,PK-seutu,Konsulttitalossa,1.0,0.1,Lead AI Engineer,8000.0,104000.0,Osakeosto-oikeus nimellishinnalla,Kyllä,,,,fi,5b9fbcb4c9d6dfea,Lead AI Engineer,8666.666666666666,8666.666666666666
2024-10-07 10:49:34.738,Palkansaaja,laskuttaja → palkansaaja,26-30,mies,6.0,tietojenkäsittelytieteen kandidaatti,3.0,,,,,,,,PK-seutu,Konsulttitalossa,1.0,1.0,Full stack software developer,5460.0,73000.0,,Ei,,,,fi,146d08254baffd00,Full stack software developer,6083.333333333333,6083.333333333333
2024-10-07 10:52:14.088,Laskuttaja,Ei,31-35,mies,10.0,AMK ei-IT alalta,10.0,2.5,"Backend, devops, yleisempää käsienheiluttelua ja speksaushommaa",98.0,140000.0,"Itse, Käytän välitysfirmoja",Suomesta,,,,,,,,,,Muu,,,,fi,ff7955531e7a558b,,,
2024-10-07 10:52:42.376,Palkansaaja,Ei,36-40,nainen,7.0,filosofian ylioppilas,0.0,,,,,,,,Turku,Konsulttitalossa,1.0,0.8,Johtaja,5800.0,500.0,,Ei,,,,fi,ab5e03537b8dc5dc,Johtaja,41.666666666666664,41.666666666666664
2024-10-07 10:53:35.349,Palkansaaja,Ei,31-35,mies,9.0,FM,2.0,,,,,,,Vincit,Tampere,Konsulttitalossa,1.0,0.0,Fullstack developer w/ frontend focus (eli react-koodari),4700.0,62400.0,Peruspalkka + bonus firman tuloksen mukaan,Ei,,,,fi,a4b0cc4479bb516e,Fullstack developer w/ frontend focus (eli react-koodari),5200.0,5200.0
2024-10-07 10:54:13.363,Palkansaaja,Ei,15-20,mies,3.0,TKT kandi,3.0,,,,,,,,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.0,Software Engineer,4050.0,70000.0,Osakkeita,Kyllä,,,,fi,e86f7007cc070561,Software Engineer,5833.333333333333,5833.333333333333
2024-10-07 10:56:24.613,Palkansaaja,Ei,41-45,mies,21.0,DI,7.0,,,,,,,61N,Tampere,Konsulttitalossa,1.0,1.0,Senior Software Engineer,5930.0,71800.0,,Kyllä,,,,fi,6bcdcbe9c4377217,Senior Software Engineer,5983.333333333333,5983.333333333333
2024-10-07 10:57:27.725,Palkansaaja,Ei,36-40,nainen,15.0,"Diplomi-insinööri, tietotekniikka",0.0,,,,,,,,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.4,"Fullstack developer (angular web, flutter mobile, nodejs backend)",6500.0,78000.0,"perus optio-ohjelma, mutta alkuvaiheen startupissa en laskisi sitä tuloksi :D ",Kyllä,,,,fi,eb910024af9fdcad,"Fullstack developer (angular web, flutter mobile, nodejs backend)",6500.0,6500.0
2024-10-07 10:57:38.206,Palkansaaja,Ei,31-35,mies,4.0,Lukio,29.0,,,,,,,,PK-seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,0.01,Tech Lead,6070.0,76000.0,,Kyllä,,,,fi,9c23ed7386929528,Tech Lead,6333.333333333333,6333.333333333333
2024-10-07 10:58:23.572,Palkansaaja,Ei,36-40,mies,15.0,AMK,0.0,,,,,,,,,,1.0,0.0,Manager,6000.0,75000.0,,Kyllä,,,,fi,7abea0ee61c8dbfc,Manager,6250.0,6250.0
2024-10-07 10:58:30.742,Palkansaaja,Ei,26-30,mies,10.0,Mediaassistentti,7.14,,,,,,,,PK-seutu,Konsulttitalossa,1.0,0.05,"Senior Developer, complex solutions & integrations",4500.0,56000.0,,Kyllä,,,,fi,2b04ab5c8d42ae7c,"Senior Developer, complex solutions & integrations",4666.666666666667,4666.666666666667
2024-10-07 10:59:50.507,Palkansaaja,Ei,26-30,mies,5.0,DI,32.0,,,,,,,Vincit,Tampere,Konsulttitalossa,1.0,0.05,Cloud Developer,5600.0,71000.0,,Kyllä,,,,fi,ea6c8ed464e3ff79,Cloud Developer,5916.666666666667,5916.666666666667
2024-10-07 11:10:37.392,Palkansaaja,Ei,26-30,mies,6.0,"DI, Ohjelmistotekniikka, Turun yliopisto",-14.5,,,,,,,Arado,Turku,Konsulttitalossa,1.0,0.5,Full-stack Developer,6300.0,78750.0,Bruttopalkka on joko 50% laskutuksesta tai 4000€,Kyllä,,,,fi,8351849d3660f242,*Full-stack Developer,6562.5,6562.5
2024-10-07 11:11:20.185,Palkansaaja,Ei,36-40,,10.0,Kauppatieteiden maisteri ,2.5,,,,,,,,PK-seutu,Julkinen tai kolmas sektori,1.0,0.95,Tietoturva-asiantuntija,5700.0,71800.0,,Kyllä,,,,fi,0579d5d1bc8a3653,Tietoturva-asiantuntija,5983.333333333333,5983.333333333333
2024-10-07 11:12:48.414,Palkansaaja,Ei,26-30,mies,4.0,AMK,14.0,,,,,,,,PK-seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,0.0,Software Developer,5700.0,72000.0,Bonukset kerran vuoteen,Kyllä,,,,fi,7f4c6d4123e1fa76,Software Developer,6000.0,6000.0
2024-10-07 11:16:06.072,Palkansaaja,Ei,46-50,mies,20.0,"Diplomi-insinööri, tietoliikennetekniikka",8.0,,,,,,,Kone,PK-seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,0.1,Senior Cloud Engineer,6830.0,100000.0,"autoetu, isohko vuotuinen bonus",Kyllä,,,,fi,e9082f29dcb680be,Senior Cloud Engineer,8333.333333333334,8333.333333333334
2024-10-07 11:18:43.553,Palkansaaja,Ei,31-35,mies,10.0,Datanomi,9.5,,,,,,,Vincit,PK-seutu,Konsulttitalossa,1.0,0.1,Full stack developer,4970.0,62250.0,,Ei,,,,fi,8449d46700935c7a,*Full-stack Developer,5187.5,5187.5
2024-10-07 11:31:40.776,Palkansaaja,Ei,31-35,mies,10.0,AMK,4.0,,,,,,,Polar Squad,PK-seutu,Konsulttitalossa,1.0,0.1,DevOps Consultant,6000.0,75000.0,"Kiinteä kuukausipalkka, epäsäännöllinen mahdollisuus osakkeisiin",Kyllä,,,,fi,a864749dfb2f914c,*Devops Consultant,6250.0,6250.0
2024-10-07 11:33:59.060,Palkansaaja,Ei,26-30,mies,5.0,Tietojenkäsittelytieteen maisteri,0.0,,,,,,,,Tampere,Konsulttitalossa,1.0,0.0,Full stack developer,4700.0,,,Kyllä,,,,fi,ffc82ba305052471,*Full-stack Developer,,
2024-10-07 11:37:47.488,Palkansaaja,Ei,36-40,mies,7.0,,2.5,,,,,,,,PK-seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,0.3,Full stack software engineer,6365.0,79500.0,,Kyllä,,"Minulla on luultavasti tällä hetkellä poikkeuksellisen hyvä job fit, eikä esim. Suomesta luultavasti löydy juuri ketään minua paremmin tähän työnkuvaan sopivaa henkilöä.","Olisin laittanut kuukausipalkka kysymyksen ennen kysymystä palkan muutoksesta, se olisi tuntunut loogisemmalta.",fi,bb66682d5f7b53c6,Full stack software engineer,6625.0,6625.0
2024-10-07 11:46:41.814,Palkansaaja,Ei,31-35,mies,2.0,IT-tradenomi,20.0,,,,,,,,PK-seutu,"Yrityksessä, jossa softa on tukeva toiminto (esim pankit, terveysala, yms)",1.0,0.05,Software Developer,3800.0,48000.0,,Ei,,,,fi,0f8386a55139ab77,Software Developer,4000.0,4000.0
2024-10-07 11:48:12.422,Palkansaaja,Ei,26-30,mies,7.0,ammattikoulu,13.0,,,,,,,,Turku,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.95,Software developer,5300.0,63600.0,,Kyllä,,,,fi,04efe86ddcaa7e5b,Software developer,5300.0,5300.0
2024-10-07 11:49:26.477,Palkansaaja,Ei,36-40,mies,13.0,Tietotekniikan diplomi-insinööri,1.0,,,,,,,,PK-seutu,Konsulttitalossa,1.0,0.2,Senior Fullstack Consultant,6260.0,80000.0,,Kyllä,,,,fi,9df3f18690a65dcb,Senior Fullstack Consultant,6666.666666666667,6666.666666666667
2024-10-07 11:50:59.926,Palkansaaja,Ei,46-50,mies,26.0,Tradenomi,,,,,,,,,Tampere,Konsulttitalossa,1.0,0.3,Pilviarkkitehti,7400.0,93000.0,,Kyllä,,,,fi,d2a20961e7a63eb6,Pilviarkkitehti,7750.0,7750.0
2024-10-07 11:53:06.856,Palkansaaja,Ei,36-40,mies,4.0,Lukio,0.0,,,,,,,,Turku,Konsulttitalossa,1.0,0.95,UX Designer,4200.0,50400.0,,Ei,,,,fi,cd2d6ebc307548bf,UX Designer,4200.0,4200.0
2024-10-07 11:57:34.878,Palkansaaja,Ei,26-30,mies,9.0,Msc,3.0,,,,,,,,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.4,Software Engineer,5800.0,70000.0,,Kyllä,,,,fi,ad1c4d74a84c8084,Software Engineer,5833.333333333333,5833.333333333333
2024-10-07 12:04:19.398,Palkansaaja,Ei,26-30,mies,3.0,Ylempi korkeakoulututkinto,1.4,,,,,,,Solita,Turku,Konsulttitalossa,1.0,0.2,Software Designer,3751.0,47000.0,,Ei,,,,fi,71552c813f6c8db9,Software Designer,3916.6666666666665,3916.6666666666665
2024-10-07 12:10:16.592,Palkansaaja,Ei,26-30,mies,2.0,luonnontieteiden kandidaatti,2.0,,,,,,,,PK-seutu,Julkinen tai kolmas sektori,0.5,0.5,Full stack developer,2405.0,,,Ei,,,,fi,358871dc49633814,*Full-stack Developer,,
2024-10-07 12:11:09.431,Palkansaaja,Ei,41-45,,6.0,TKT kandi,1.0,,,,,,,,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.4,Scrum master,4770.0,60000.0,,Ei,,,,fi,398dbaa5bdf7f439,Scrum master,5000.0,5000.0
2024-10-07 12:16:32.778,Laskuttaja,Ei,36-40,mies,14.0,"FM, tietojenkäsittelytiede",0.0,10.0,Mobiili,85.0,140000.0,"Itse, Käytän välitysfirmoja","Suomesta, Ulkomailta",,,,,,,,,,Muu,,,,fi,ef6ffd87bba28b66,,,
2024-10-07 12:16:55.365,Palkansaaja,Ei,36-40,mies,13.0,IT-Tradenomi,,,,,,,,,PK-seutu,Digitoimisto,1.0,0.1,Lead Developer,4950.0,,,Ei,,,,fi,12ec04d8307f168f,Lead Developer,,
2024-10-07 12:18:10.519,Palkansaaja,Ei,41-45,mies,14.0,Maisteri,3.0,,,,,,,,Tampere,Konsulttitalossa,1.0,0.0,Backend developer,7800.0,100000.0,,Kyllä,,,,fi,0617f97bd3330bce,Backend developer,8333.333333333334,8333.333333333334
2024-10-07 12:18:21.860,Laskuttaja,Ei,26-30,mies,8.0,Diplomi-insinööri,0.0,4.0,Full stack,107.0,150000.0,,Suomesta,,,,,,,,,,Muu,,,,fi,1de73be83ab78fbd,,,
2024-10-07 12:23:03.858,Palkansaaja,Ei,26-30,mies,4.0,Insinööri (AMK),3.0,,,,,,,,Hyvinkää,Teollisuus,1.0,0.1,"Lead Engineer, Data analytics",4700.0,54000.0,,Ei,,,,fi,a4769655c92bbff4,"Lead Engineer, Data analytics",4500.0,4500.0
2024-10-07 12:23:16.350,Palkansaaja,Ei,26-30,mies,5.0,Yliopisto,10.0,,,,,,,,PK-seutu,Konsulttitalossa,1.0,0.75,Data Engineer,5500.0,69000.0,"Yrityksen tulokseen perustuva bonus, osakeanti, vapaasti valittava kokonaisuus erilaisia etuja",Kyllä,,,,fi,b7cc40b3658cb434,Data Engineer,5750.0,5750.0
2024-10-07 12:23:30.430,Laskuttaja,palkansaaja → laskuttaja,41-45,mies,13.0,peruskoulu,0.0,1.0,Full stack,500.0,,Itse,Ulkomailta,,,,,,,,,,Muu,,,,fi,aeb8691601338931,,,
2024-10-07 12:32:15.764,Palkansaaja,Ei,31-35,mies,12.0,AMK,0.0,,,,,,,Metacore Games,PK-seutu,"Tuotetalossa, jonka core-bisnes on softa",1.0,0.15,Platform Engineer,5700.0,90000.0,"optiot per kk, stonks bonuksena",Muu,"Varmaan sais muualla enemmän palakkaa, mutta stonksit ihan jees.",,,fi,699f7bdaef1c47de,Platform Engineer,7500.0,7500.0
2024-10-07 12:33:43.425,Palkansaaja,Ei,36-40,mies,15.0,,-5.0,,,,,,,,Tampere,Konsulttitalossa,1.0,0.0,Backend developer,5000.0,62500.0,,Ei,,,,fi,be773fbb44ab9895,Backend developer,5208.333333333333,5208.333333333333
